title	filepath	directory	class_name	class_idx	global_label
Leaf Hopper 3301	imagenet_images_flickr/n02259212/2637389688.jpg	n02259212	leafhopper	637	154
Rubber Ducky, you're the one...  :-)	imagenet_images_flickr/n01847000/100614126.jpg	n01847000	drake	418	101
lionfish	imagenet_images_flickr/n02643566/135709970.jpg	n02643566	lionfish	454	68
St. John Church Bath, UK	imagenet_images_flickr/n03028079/2673196271.jpg	n03028079	church	690	168
Davo and jackfruit	imagenet_images_flickr/n07754684/943071315.jpg	n07754684	jackfruit	324	131
yes	imagenet_images_flickr/n04277352/2956442511.jpg	n04277352	spindle	775	26
ballykeel dolmen	imagenet_images_flickr/n03743016/303586995.jpg	n03743016	megalith	717	239
20080912-Day2-人類文化遺產-帖契-前往護城湖岸3	imagenet_images_flickr/n09332890/2875159047.jpg	n09332890	lakeside	366	91
Microphones	imagenet_images_flickr/n03759954/2372875959.jpg	n03759954	microphone	509	47
Blue Jay	imagenet_images_flickr/n01580077/2463395036.jpg	n01580077	jay	393	12
Dishwasher Drama	imagenet_images_flickr/n03207941/519267830.jpg	n03207941	dishwasher	667	237
Goose and young	imagenet_images_flickr/n01855672/534760774.jpg	n01855672	goose	420	127
Birdie Vizsla	imagenet_images_flickr/n02100583/1394948834.jpg	n02100583	vizsla	90	64
Christie Pits Park Labyrinth Repainting, Canada Day, Toronto, Tuesday Evening, July 1 2008 - 023	imagenet_images_flickr/n03733281/2646288064.jpg	n03733281	maze	922	211
Rosehill Cemetery, Chicago, IL	imagenet_images_flickr/n02797295/73099558.jpg	n02797295	barrow	258	162
Sterling	imagenet_images_flickr/n03874599/2525289648.jpg	n03874599	padlock	584	94
No fear	imagenet_images_flickr/n01774750/539410839.jpg	n01774750	tarantula	608	184
Novio, Boda, Traje	imagenet_images_flickr/n10148035/4368082676.jpg	n10148035	groom	848	150
IMG_0368	imagenet_images_flickr/n09421951/986756017.jpg	n09421951	sandbar	364	89
Cricket	imagenet_images_flickr/n02229544/1517544552.jpg	n02229544	cricket	632	75
17-10-07 East wing is almost finished	imagenet_images_flickr/n04417672/1597677034.jpg	n04417672	thatch	989	40
Trilobite	imagenet_images_flickr/n01768244/789387433.jpg	n01768244	trilobite	601	232
Deck Six - Jogging - walking track, lifeboats	imagenet_images_flickr/n03662601/75447820.jpg	n03662601	lifeboat	238	210
Kew Gardens - Greenhouse	imagenet_images_flickr/n03457902/132781186.jpg	n03457902	greenhouse	684	77
Starfish	imagenet_images_flickr/n02317335/82461073.jpg	n02317335	starfish	225	163
Blue Crested Jay aka Thief	imagenet_images_flickr/n01580077/524764733.jpg	n01580077	jay	393	12
at the zoo	imagenet_images_flickr/n02130308/497551702.jpg	n02130308	cheetah	206	124
Driving-0011	imagenet_images_flickr/n03841143/3233846170.jpg	n03841143	odometer	520	110
Orangutans, San Diego Zoo, Feb 2007	imagenet_images_flickr/n02480495/403619322.jpg	n02480495	orangutan	83	145
Juvenile Yellow-Crowned Night Heron	imagenet_images_flickr/n02011460/2485784852.jpg	n02011460	bittern	428	216
Grasshopper	imagenet_images_flickr/n02226429/396362466.jpg	n02226429	grasshopper	631	37
Alpa	imagenet_images_flickr/n02110063/769110471.jpg	n02110063	malamute	15	118
100_2799	imagenet_images_flickr/n02110806/125787470.jpg	n02110806	basenji	84	115
Dishwasher	imagenet_images_flickr/n03207941/2313022039.jpg	n03207941	dishwasher	667	237
Black-capped Chickadee	imagenet_images_flickr/n01592084/124483308.jpg	n01592084	chickadee	395	8
Well Walker	imagenet_images_flickr/n02869837/2289514295.jpg	n02869837	bonnet	805	39
Mom	imagenet_images_flickr/n02487347/283058383.jpg	n02487347	macaque	138	65
Red Admiral	imagenet_images_flickr/n02276258/2872973018.jpg	n02276258	admiral	641	219
beagle boxing the boxer	imagenet_images_flickr/n02088364/543287867.jpg	n02088364	beagle	132	235
Another pint-sized pottery pitcher	imagenet_images_flickr/n03950228/3650965086.jpg	n03950228	pitcher	983	186
old or young - definetely wrinkled	imagenet_images_flickr/n02100583/763157280.jpg	n02100583	vizsla	90	64
Rodgers Theatre - Corning, California	imagenet_images_flickr/n03032252/2889808183.jpg	n03032252	cinema	695	107
ostrich	imagenet_images_flickr/n01518878/35675626.jpg	n01518878	ostrich	385	23
Grua en La Ria de Bilbao	imagenet_images_flickr/n03126707/3110513583.jpg	n03126707	crane	545	174
Digital Slot Machines	imagenet_images_flickr/n04243546/3223688291.jpg	n04243546	slot	557	36
lorikeet portrait	imagenet_images_flickr/n01820546/372862782.jpg	n01820546	lorikeet	411	58
Azulejos Azules Ascendiente	imagenet_images_flickr/n02788148/1920620838.jpg	n02788148	bannister	718	105
Pizza Hut Pizza Pie	imagenet_images_flickr/n07873807/411694324.jpg	n07873807	pizza	948	245
Master	imagenet_images_flickr/n03874599/2256322636.jpg	n03874599	padlock	584	94
Grashüpfer grasshopper 080940 139	imagenet_images_flickr/n02226429/2890044850.jpg	n02226429	grasshopper	631	37
Viaduct	imagenet_images_flickr/n04532670/3052302697.jpg	n04532670	viaduct	682	143
Geri's Wedding	imagenet_images_flickr/n10148035/4074835662.jpg	n10148035	groom	848	150
Nov. & Dec. 2005 049	imagenet_images_flickr/n02096177/84071889.jpg	n02096177	cairn	91	149
The Nine Arches viaduct in Milltown	imagenet_images_flickr/n04532670/330785676.jpg	n04532670	viaduct	682	143
Grass Jewel 台灣姬小灰蝶	imagenet_images_flickr/n02281787/3585142516.jpg	n02281787	lycaenid	646	202
Ladybug leaving	imagenet_images_flickr/n02165456/2860509056.jpg	n02165456	ladybug	622	244
espresso shot	imagenet_images_flickr/n07920052/317945017.jpg	n07920052	espresso	947	16
Silent Artillery	imagenet_images_flickr/n02950826/290386212.jpg	n02950826	cannon	539	238
Wiruna Lucky	imagenet_images_flickr/n01882714/436280850.jpg	n01882714	koala	213	187
2nd Course: Caramelized Onions & Chestnut Crepe	imagenet_images_flickr/n07579787/2205750168.jpg	n07579787	plate	754	3
Infront of the guest house...	imagenet_images_flickr/n02894605/3115797726.jpg	n02894605	breakwater	719	224
Geese, Crockerton, Wiltshire	imagenet_images_flickr/n01855672/455909460.jpg	n01855672	goose	420	127
Lonely Tree	imagenet_images_flickr/n11879895/2591139760.jpg	n11879895	rapeseed	330	114
Teapot	imagenet_images_flickr/n04398044/113204683.jpg	n04398044	teapot	675	230
Zebra Lionfish (Dendrochirus zebra)	imagenet_images_flickr/n02643566/2285222575.jpg	n02643566	lionfish	454	68
Bat Pug	imagenet_images_flickr/n02110958/62346804.jpg	n02110958	pug	143	169
Top of Maypole	imagenet_images_flickr/n03733131/2826639722.jpg	n03733131	maypole	598	182
Nursing Necklace - Le Jardin Des Fleurs (The Garden of Flowers)	imagenet_images_flickr/n03814906/3143150828.jpg	n03814906	necklace	755	83
Place de la Concorde - Obelisk	imagenet_images_flickr/n03837869/2977340955.jpg	n03837869	obelisk	699	27
Kimba The Pug	imagenet_images_flickr/n02110958/399670446.jpg	n02110958	pug	143	169
pink dalmatian	imagenet_images_flickr/n02110341/14897381.jpg	n02110341	dalmatian	41	153
Warrego Martin	imagenet_images_flickr/n01882714/436299895.jpg	n01882714	koala	213	187
fresh	imagenet_images_flickr/n07920052/2882255108.jpg	n07920052	espresso	947	16
Commodore Theatre - Portsmouth, VA	imagenet_images_flickr/n03032252/497769780.jpg	n03032252	cinema	695	107
Lifeboat & Kayaks	imagenet_images_flickr/n03662601/250703080.jpg	n03662601	lifeboat	238	210
Tiny bolete	imagenet_images_flickr/n13054560/2876091107.jpg	n13054560	bolete	981	140
Lacewing	imagenet_images_flickr/n02264363/3777678649.jpg	n02264363	lacewing	638	4
Convertible Mittens	imagenet_images_flickr/n03775071/3061638218.jpg	n03775071	mitten	871	62
Fruit	imagenet_images_flickr/n07745940/373553742.jpg	n07745940	strawberry	229	133
I made lunch today...	imagenet_images_flickr/n07583066/3543286819.jpg	n07583066	guacamole	813	236
Little Pug had her shots today.	imagenet_images_flickr/n02110958/1231814781.jpg	n02110958	pug	143	169
KV Tractor Show 2006 John Deere and Rumely	imagenet_images_flickr/n04465501/178665089.jpg	n04465501	tractor	289	155
DSC_9522	imagenet_images_flickr/n03216828/4061244649.jpg	n03216828	dock	715	161
Stellers Jay at the corn	imagenet_images_flickr/n01580077/2851029253.jpg	n01580077	jay	393	12
AUS 12 - Teapot	imagenet_images_flickr/n04398044/425031218.jpg	n04398044	teapot	675	230
Magic Mushroom	imagenet_images_flickr/n03743016/2268401783.jpg	n03743016	megalith	717	239
Georgetown Flies Gone Wild - 04-28-06	imagenet_images_flickr/n02190166/140071675.jpg	n02190166	fly	629	93
Headland São Lourenço	imagenet_images_flickr/n09399592/2360949174.jpg	n09399592	promontory	363	188
Forklift ds65	imagenet_images_flickr/n03384352/4288543479.jpg	n03384352	forklift	261	76
Floating Trifle	imagenet_images_flickr/n07613480/3284194985.jpg	n07613480	trifle	793	104
mushroom pillows...	imagenet_images_flickr/n03938244/3168426646.jpg	n03938244	pillow	888	192
Col de Tourmalet menu	imagenet_images_flickr/n07565083/2946786434.jpg	n07565083	menu	803	103
ship wrecked	imagenet_images_flickr/n04606251/2560263772.jpg	n04606251	wreck	248	194
Jaguaress lying on a log 2	imagenet_images_flickr/n02128925/614759171.jpg	n02128925	jaguar	30	156
wing bridge	imagenet_images_flickr/n04592741/45137378.jpg	n04592741	wing	503	32
Oeganda, februari/maart 2007	imagenet_images_flickr/n02488702/437637198.jpg	n02488702	colobus	54	234
Porcupines	imagenet_images_flickr/n02346627/178391115.jpg	n02346627	porcupine	13	228
Why a fence?	imagenet_images_flickr/n02096177/226026336.jpg	n02096177	cairn	91	149
Vulture in disguise	imagenet_images_flickr/n01616318/1522882556.jpg	n01616318	vulture	399	167
Small labyrinth, St. Peter's Episcopal, Thousand Oaks	imagenet_images_flickr/n03733281/2603275602.jpg	n03733281	maze	922	211
one cozy pillow	imagenet_images_flickr/n03938244/1203631406.jpg	n03938244	pillow	888	192
The green-blue Fountain	imagenet_images_flickr/n03388043/255920755.jpg	n03388043	fountain	712	128
Wallaby	imagenet_images_flickr/n01877812/1105276393.jpg	n01877812	wallaby	216	22
new drop spindle set	imagenet_images_flickr/n04277352/466323468.jpg	n04277352	spindle	775	26
Course 8: Cheese plate	imagenet_images_flickr/n07579787/3709982574.jpg	n07579787	plate	754	3
P1270188	imagenet_images_flickr/n04613696/1610674035.jpg	n04613696	yurt	714	200
Guacamole!	imagenet_images_flickr/n07583066/3661547548.jpg	n07583066	guacamole	813	236
Eupteryx sp. - leafhopper on mallow	imagenet_images_flickr/n02259212/1843696937.jpg	n02259212	leafhopper	637	154
almost dry	imagenet_images_flickr/n02256656/1385276630.jpg	n02256656	cicada	636	189
House Centipede 1:1 Macro	imagenet_images_flickr/n01784675/246036683.jpg	n01784675	centipede	611	242
KETV	imagenet_images_flickr/n03759954/2496470006.jpg	n03759954	microphone	509	47
strawberry trifle	imagenet_images_flickr/n07613480/221340844.jpg	n07613480	trifle	793	104
Bajan Cock	imagenet_images_flickr/n01514668/160870812.jpg	n01514668	cock	383	61
Stupa. Bangkok	imagenet_images_flickr/n04346328/3074694150.jpg	n04346328	stupa	692	113
Tower Bridge Pier	imagenet_images_flickr/n03933933/2223522688.jpg	n03933933	pier	596	218
Black-caped Chickadee	imagenet_images_flickr/n01592084/2690202851.jpg	n01592084	chickadee	395	8
blue band dishcloth	imagenet_images_flickr/n03207743/582579662.jpg	n03207743	dishrag	821	56
Bittern	imagenet_images_flickr/n02011460/600985336.jpg	n02011460	bittern	428	216
Perky Ears	imagenet_images_flickr/n02096177/424395463.jpg	n02096177	cairn	91	149
Sing......Sing A Song	imagenet_images_flickr/n01558993/2510179492.jpg	n01558993	robin	391	233
The Headland	imagenet_images_flickr/n09399592/2051051139.jpg	n09399592	promontory	363	188
CrossFit Budapest 2008.06.25_23	imagenet_images_flickr/n02790996/2616824078.jpg	n02790996	barbell	916	42
pomegranate bellybutton	imagenet_images_flickr/n07768694/331793088.jpg	n07768694	pomegranate	326	207
stingrays	imagenet_images_flickr/n01498041/2754271773.jpg	n01498041	stingray	446	173
Livingstone Clover	imagenet_images_flickr/n01882714/1389736222.jpg	n01882714	koala	213	187
DSCF1947	imagenet_images_flickr/n02690373/2362082403.jpg	n02690373	airliner	230	28
American Goldfinch - To Be Banded	imagenet_images_flickr/n01531178/2273180239.jpg	n01531178	goldfinch	387	95
Grasshopper(3)	imagenet_images_flickr/n02226429/519782066.jpg	n02226429	grasshopper	631	37
Warm pretzels	imagenet_images_flickr/n07695742/3423215757.jpg	n07695742	pretzel	975	148
S is for Spoonbill	imagenet_images_flickr/n02006656/2398942559.jpg	n02006656	spoonbill	424	122
DSC06387 Lacewings	imagenet_images_flickr/n02264363/2900412204.jpg	n02264363	lacewing	638	4
Peter Fox feat. Cold Steel Berlin 2009-06-12	imagenet_images_flickr/n04296562/3622055210.jpg	n04296562	stage	804	123
Fly with Dewdrop	imagenet_images_flickr/n02190166/481753755.jpg	n02190166	fly	629	93
The Saxophonist	imagenet_images_flickr/n04141076/2373503744.jpg	n04141076	sax	355	50
DSC_6827.jpg	imagenet_images_flickr/n02100583/789042321.jpg	n02100583	vizsla	90	64
Hippopotami	imagenet_images_flickr/n02398521/95161644.jpg	n02398521	hippopotamus	167	81
Timios Stavros Church (Holy Cross) - Perissa, Santorini	imagenet_images_flickr/n03028079/2804123812.jpg	n03028079	church	690	168
Purple Patchwork Bib	imagenet_images_flickr/n02834397/3220328167.jpg	n02834397	bib	941	165
Rich and Michele, and a huge Angelo's pizza pie	imagenet_images_flickr/n07873807/3800097706.jpg	n07873807	pizza	948	245
Meerkat	imagenet_images_flickr/n02138441/29914840.jpg	n02138441	meerkat	35	24
Autumn Afternoon Zoo (60)	imagenet_images_flickr/n02488702/1992160060.jpg	n02488702	colobus	54	234
AH64 Apache Gunship	imagenet_images_flickr/n02950826/2482347286.jpg	n02950826	cannon	539	238
US & California flag	imagenet_images_flickr/n03355925/429824547.jpg	n03355925	flagpole	995	108
Lamp Shade	imagenet_images_flickr/n03637318/114141362.jpg	n03637318	lampshade	814	30
East African Crowned Crane	imagenet_images_flickr/n02012849/2106157116.jpg	n02012849	crane	429	166
Brin, 'Tiz and Beardsley	imagenet_images_flickr/n02110806/853439673.jpg	n02110806	basenji	84	115
Maypole at Biltmore	imagenet_images_flickr/n03733131/12032648.jpg	n03733131	maypole	598	182
IMG_0778	imagenet_images_flickr/n12998815/140334198.jpg	n12998815	agaric	913	106
Lionfish	imagenet_images_flickr/n02643566/78458443.jpg	n02643566	lionfish	454	68
Darling Harbour ,Sydney: Pier	imagenet_images_flickr/n03933933/2175418296.jpg	n03933933	pier	596	218
United Methodist Church 12.9.2006	imagenet_images_flickr/n03028079/320910063.jpg	n03028079	church	690	168
Chimps at Twycross	imagenet_images_flickr/n02481823/72204207.jpg	n02481823	chimpanzee	96	226
What Would Poseidon Drive?	imagenet_images_flickr/n03459775/617304254.jpg	n03459775	grille	725	198
Jaguar	imagenet_images_flickr/n02128925/238625068.jpg	n02128925	jaguar	30	156
Homestead Bakery	imagenet_images_flickr/n02776631/2795343408.jpg	n02776631	bakery	704	79
DSCN2004	imagenet_images_flickr/n02090622/172146779.jpg	n02090622	borzoi	105	247
OneTusker3	imagenet_images_flickr/n01871265/595879042.jpg	n01871265	tusker	214	142
100000.0	imagenet_images_flickr/n03841143/65858873.jpg	n03841143	odometer	520	110
There's Bears on my roof !	imagenet_images_flickr/n04417672/2366743851.jpg	n04417672	thatch	989	40
IMG_2514	imagenet_images_flickr/n02279972/272857563.jpg	n02279972	monarch	643	157
Grasshopper	imagenet_images_flickr/n02226429/2898010653.jpg	n02226429	grasshopper	631	37
An Array of Tractors	imagenet_images_flickr/n04465501/2541917329.jpg	n04465501	tractor	289	155
You will NOT do the dishes!	imagenet_images_flickr/n03207941/1548922238.jpg	n03207941	dishwasher	667	237
Ladybirds	imagenet_images_flickr/n02165456/2333305139.jpg	n02165456	ladybug	622	244
Headland View	imagenet_images_flickr/n09399592/2157959379.jpg	n09399592	promontory	363	188
Tennessee Aquarium Hyacinth Macaw	imagenet_images_flickr/n01818515/2708340627.jpg	n01818515	macaw	409	120
DSC05068	imagenet_images_flickr/n07745940/37913444.jpg	n07745940	strawberry	229	133
An echidna at Taronga Zoo, on Candace's birthday 2004	imagenet_images_flickr/n01872401/19418338.jpg	n01872401	echidna	215	19
OverNorton1web	imagenet_images_flickr/n11879895/2497333017.jpg	n11879895	rapeseed	330	114
吹蠟燭囉~	imagenet_images_flickr/n02948072/2072722183.jpg	n02948072	candle	591	130
pomegranate	imagenet_images_flickr/n07768694/613694736.jpg	n07768694	pomegranate	326	207
CRAYFISH	imagenet_images_flickr/n01985128/2552749361.jpg	n01985128	crayfish	619	134
New pillows are finally finished	imagenet_images_flickr/n03938244/240798484.jpg	n03938244	pillow	888	192
Tram Ride in Hong Kong	imagenet_images_flickr/n04335435/352587977.jpg	n04335435	streetcar	287	48
黃斑黑蟋蟀 Field cricket	imagenet_images_flickr/n02229544/2304930922.jpg	n02229544	cricket	632	75
Shani	imagenet_images_flickr/n02480855/261368928.jpg	n02480855	gorilla	104	208
Playa Conchal	imagenet_images_flickr/n09428293/3688856762.jpg	n09428293	seashore	367	63
100_2880	imagenet_images_flickr/n02788148/2301908073.jpg	n02788148	bannister	718	105
DSC00076	imagenet_images_flickr/n07613480/251684983.jpg	n07613480	trifle	793	104
how many screws?	imagenet_images_flickr/n04153751/2115230396.jpg	n04153751	screw	587	243
About to go under the bridge	imagenet_images_flickr/n03933933/2452707931.jpg	n03933933	pier	596	218
Maple Paint Grade Fluted Banister	imagenet_images_flickr/n02788148/2204934206.jpg	n02788148	bannister	718	105
Actinopeltis	imagenet_images_flickr/n01768244/2171683642.jpg	n01768244	trilobite	601	232
A Beagle in motion tends to stay in motion.	imagenet_images_flickr/n02088364/2088121361.jpg	n02088364	beagle	132	235
With Umbrella	imagenet_images_flickr/n04507155/288372087.jpg	n04507155	umbrella	220	54
Along Came a Spider	imagenet_images_flickr/n01774750/435796.jpg	n01774750	tarantula	608	184
2008.07.11_26	imagenet_images_flickr/n02790996/2662157744.jpg	n02790996	barbell	916	42
Meerkat	imagenet_images_flickr/n02138441/499359259.jpg	n02138441	meerkat	35	24
Day 195 - Snail	imagenet_images_flickr/n01944390/2975160021.jpg	n01944390	snail	653	223
Moai	imagenet_images_flickr/n03743016/2619284206.jpg	n03743016	megalith	717	239
Chicken, Broccoli and Pepper stirfry.	imagenet_images_flickr/n07714990/9402408.jpg	n07714990	broccoli	737	45
Bumble Bee	imagenet_images_flickr/n02206856/2272985132.jpg	n02206856	bee	630	204
figs and cactus fruits	imagenet_images_flickr/n07753113/2819505156.jpg	n07753113	fig	321	9
DSCN6975	imagenet_images_flickr/n07579787/1866797476.jpg	n07579787	plate	754	3
Tawny mining bee - Andrena fulva	imagenet_images_flickr/n02206856/2436245350.jpg	n02206856	bee	630	204
Rainbow Lorikeet	imagenet_images_flickr/n01820546/134045804.jpg	n01820546	lorikeet	411	58
Teapot #15	imagenet_images_flickr/n04398044/2349090629.jpg	n04398044	teapot	675	230
Sunglasses	imagenet_images_flickr/n04356056/792688.jpg	n04356056	sunglasses	535	60
P1040866	imagenet_images_flickr/n07753113/47244213.jpg	n07753113	fig	321	9
